,inputs,outputs,prediction
425,what is the agenda of my meeting today,your agenda for your meeting today is conference#agenda.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> the purpose of the meeting today is to go over the <unk> <eos>
426,where can i get tea?,there is 2 tea shops near you; coffee_or_tea_place#poi is Pizza_Chicago#distance away and coffee_or_tea_place#poi is Stanford_Express_Care#distance away. which one do you want?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you like to know <unk> <eos>
427,"where can i get tea? there is 2 tea shops near you; coffee_or_tea_place#poi is Pizza_Chicago#distance away and coffee_or_tea_place#poi is Stanford_Express_Care#distance away. which one do you want? which one is the quickest, is there any traffic?","coffee_or_tea_place#poi is the fastest journey, because there is Mandarin_Roots#traffic_info on the way there. coffee_or_tea_place#poi has Dominos#traffic_info. should we go to coffee_or_tea_place#poi?",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> to <unk> <eos>
428,"where can i get tea? there is 2 tea shops near you; coffee_or_tea_place#poi is Pizza_Chicago#distance away and coffee_or_tea_place#poi is Stanford_Express_Care#distance away. which one do you want? which one is the quickest, is there any traffic? coffee_or_tea_place#poi is the fastest journey, because there is Mandarin_Roots#traffic_info on the way there. coffee_or_tea_place#poi has Dominos#traffic_info. should we go to coffee_or_tea_place#poi? yes teavana please",i sent on your screen its position and the fastest route to get there,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> to <unk> <eos>
429,"where can i get tea? there is 2 tea shops near you; coffee_or_tea_place#poi is Pizza_Chicago#distance away and coffee_or_tea_place#poi is Stanford_Express_Care#distance away. which one do you want? which one is the quickest, is there any traffic? coffee_or_tea_place#poi is the fastest journey, because there is Mandarin_Roots#traffic_info on the way there. coffee_or_tea_place#poi has Dominos#traffic_info. should we go to coffee_or_tea_place#poi? yes teavana please i sent on your screen its position and the fastest route to get there ok can you tell me the address please?",coffee_or_tea_place#poi is located at Teavfootball_activity#party#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> to <unk> <eos>
430,"where can i get tea? there is 2 tea shops near you; coffee_or_tea_place#poi is Pizza_Chicago#distance away and coffee_or_tea_place#poi is Stanford_Express_Care#distance away. which one do you want? which one is the quickest, is there any traffic? coffee_or_tea_place#poi is the fastest journey, because there is Mandarin_Roots#traffic_info on the way there. coffee_or_tea_place#poi has Dominos#traffic_info. should we go to coffee_or_tea_place#poi? yes teavana please i sent on your screen its position and the fastest route to get there ok can you tell me the address please? coffee_or_tea_place#poi is located at Teavfootball_activity#party#address.  thanks for all the help.","you're welcome, glad i could be of assistance.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> to <unk> <eos>
431,is it gonna be any blizzard on tuesday in alhambra?,there is not gonna be any blizzard this week in alhambra; on lab_appointment#date it will rain,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will not be humid in danville on <unk> <eos>
432,is it gonna be any blizzard on tuesday in alhambra? there is not gonna be any blizzard this week in alhambra; on lab_appointment#date it will rain thank you.,you are very welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> could <unk> <eos>
433,is it gonna be foggy in exeter on next week?,there is no fog in the forecast for exeter next week.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it weather forecast be be in exeter next <unk> <eos>
434,is it gonna be foggy in exeter on next week? there is no fog in the forecast for exeter next week. thanks.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <pad> you you're <unk> <eos>
435,give me directions to the local starbucks,i do not have info on the local coffee_or_tea_place#poi but i do see another coffee place. would you like to hear info on it?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there are no local <unk> <eos>
436,"give me directions to the local starbucks i do not have info on the local coffee_or_tea_place#poi but i do see another coffee place. would you like to hear info on it? yes, please! which one is its address? there is any quick route available?","there is coffee_or_tea_place#poi located at Coupa#address, there is Dominos#traffic_info but you're just Valero#distance away",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> <unk> you're <unk> <eos>
437,"give me directions to the local starbucks i do not have info on the local coffee_or_tea_place#poi but i do see another coffee place. would you like to hear info on it? yes, please! which one is its address? there is any quick route available? there is coffee_or_tea_place#poi located at Coupa#address, there is Dominos#traffic_info but you're just Valero#distance away perfect!",you are welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> <unk> you're <unk> <eos>
438,what's the highest temperature going to be in cleveland this week?,this week the highest temperature in cleveland will be 100f on taking_medicine#date,<pad> <pad> <pad> <pad> <pad> <pad> will <pad> will it will be be warm for today in san <unk> <eos>
439,what's the highest temperature going to be in cleveland this week? this week the highest temperature in cleveland will be 100f on taking_medicine#date thank you.,you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are <unk> <eos>
440,i need a route to the shopping center with no traffic.,shopping_center#poi is the only nearby shopping center.,<pad> <pad> <pad> <pad> there <unk> traffic traffic road is <unk> free <unk> <unk> is is currently for away <eos>
441,i need a route to the shopping center with no traffic.  shopping_center#poi is the only nearby shopping center. what does the traffic look like?,there is a Valero#traffic_info shopping_center#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're you're <unk> <eos>
442,"i need a route to the shopping center with no traffic.  shopping_center#poi is the only nearby shopping center. what does the traffic look like? there is a Valero#traffic_info shopping_center#poi. ouch, patience, please pick the route with least traffic and let's go there, thank you!",the route to Stanford_Shopping_Center#address set to the quickest possible.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're you're <unk> <eos>
443,"i need a route to the shopping center with no traffic.  shopping_center#poi is the only nearby shopping center. what does the traffic look like? there is a Valero#traffic_info shopping_center#poi. ouch, patience, please pick the route with least traffic and let's go there, thank you! the route to Stanford_Shopping_Center#address set to the quickest possible.  thank you car!",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're you're <unk> <eos>
444,find out the date and parties attending for my optometrist appointment.,"you have 3 opdentist_appointment#partyetrist appointments scheduled, one with yoga_activity#party on taking_medicine#date, yoga_activity#party on meeting#date, and your taking_medicine#party on football_activity#date.",<pad> have have two <unk> <unk> the at with your <unk> and and <unk> one and one in in <eos>
445,"find out the date and parties attending for my optometrist appointment.  you have 3 opdentist_appointment#partyetrist appointments scheduled, one with yoga_activity#party on taking_medicine#date, yoga_activity#party on meeting#date, and your taking_medicine#party on football_activity#date. thanks for the info.",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> no <unk> <eos>
446,find a coffee place,coffee_or_tea_place#poi serves coffee and is Valero#distance away at Philz#address.,<pad> <pad> <pad> <pad> <pad> <pad> we are <unk> away from <unk> set set the gps to go <unk> <eos>
447,"find a coffee place coffee_or_tea_place#poi serves coffee and is Valero#distance away at Philz#address.  sounds great, let's go there.",there is Mandarin_Roots#traffic_info on the 6 mile route to coffee_or_tea_place#poi; enjoy.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> drive <unk> <eos>
448,"find a coffee place coffee_or_tea_place#poi serves coffee and is Valero#distance away at Philz#address.  sounds great, let's go there.  there is Mandarin_Roots#traffic_info on the 6 mile route to coffee_or_tea_place#poi; enjoy.  thank you.",you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> drive <unk> <eos>
449,can you give me the weather this week for new york city,"in new york, it will be raining football_activity#date and lab_appointment#date, snowing lab_appointment#date, windy on football_activity#date, frost on lab_appointment#date, dew on meeting#date, and overcast on dinner#date.",the weather forecast for new york predicted predicted be <unk> the temperature <unk> with a <unk> at of <unk> <eos>
450,"can you give me the weather this week for new york city in new york, it will be raining football_activity#date and lab_appointment#date, snowing lab_appointment#date, windy on football_activity#date, frost on lab_appointment#date, dew on meeting#date, and overcast on dinner#date. then no clear skies for me, i'm sad.. thank you car!",you're welcome.. patience!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> very <unk> <eos>
451,i need the quickest route to a pizza restaurant near me.,there isn't any traffic to pizza_restaurant#poi at Pizza_My_Heart#address. it will be a 6 mile drive.,<pad> <pad> <pad> <pad> <pad> <pad> is pizza is pizza <unk> away from <unk> would you 1 block <unk> <eos>
452,i need the quickest route to a pizza restaurant near me. there isn't any traffic to pizza_restaurant#poi at Pizza_My_Heart#address. it will be a 6 mile drive. pick the quickest route and let's go there please,quickest route with Mandarin_Roots#traffic_info set for pizza_restaurant#poi. have a great day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're on <pad> <unk> you're <unk> <eos>
453,where are there chinese restaurants around?,there is a chinese_restaurant#poi and a chinese_restaurant#poi.,<pad> <pad> <pad> <pad> <pad> <pad> it's <pad> <pad> <pad> <pad> <pad> <pad> there is a a of <unk> <eos>
454,where are there chinese restaurants around? there is a chinese_restaurant#poi and a chinese_restaurant#poi. whichever is the fastest to get to.,that would be chinese_restaurant#poi,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> so the there that <unk> <eos>
455,where are there chinese restaurants around? there is a chinese_restaurant#poi and a chinese_restaurant#poi. whichever is the fastest to get to. that would be chinese_restaurant#poi what is the address?,chinese_restaurant#poi is at Chef_Chu's#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> so the there that <unk> <eos>
456,where are there chinese restaurants around? there is a chinese_restaurant#poi and a chinese_restaurant#poi. whichever is the fastest to get to. that would be chinese_restaurant#poi what is the address? chinese_restaurant#poi is at Chef_Chu's#address. thank you,you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> so the there that <unk> <eos>
457,what is the rest stop with the quickest route nearby?,rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is is is <unk> would you to the <unk> <eos>
458,what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address?,"the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're to <unk> <eos>
459,"what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address? the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info is there a quick route to reach?",i sent the quickest route on your screen,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're to <unk> <eos>
460,"what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address? the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info is there a quick route to reach? i sent the quickest route on your screen thank you car!",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're to <unk> <eos>
461,"what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address? the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info is there a quick route to reach? i sent the quickest route on your screen thank you car! you're welcome; drive safely. have a good day.",if you drive carefully it will be for sure!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're to <unk> <eos>
462,check the weather forecast,what city do you want the weather for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what city should give you the weather forecast <unk> <eos>
463,check the weather forecast what city do you want the weather for? i want to know if it will be stormy in manhattan over the next 7 days,in manhattan it will be stormy on lab_appointment#date and football_activity#date,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will <pad> <pad> in <pad> you're <unk> <eos>
464,check the weather forecast what city do you want the weather for? i want to know if it will be stormy in manhattan over the next 7 days in manhattan it will be stormy on lab_appointment#date and football_activity#date thank you car!,anytime.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will <pad> <pad> in <pad> you're <unk> <eos>
465,please give me the address and directions via a route with no traffic to the nearest pizza restaurant.,the nearest pizza restaurant with Mandarin_Roots#traffic_info is Palo_Alto_Medical_Foundation#distance away at Round_Table#address. do you want to go to the pizza_restaurant#poi?,<pad> <pad> <pad> <pad> <pad> is is is at <unk> it is at away with <unk> setting directions <unk> <eos>
466,"please give me the address and directions via a route with no traffic to the nearest pizza restaurant. the nearest pizza restaurant with Mandarin_Roots#traffic_info is Palo_Alto_Medical_Foundation#distance away at Round_Table#address. do you want to go to the pizza_restaurant#poi? yes, let's go, thank you!",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
467,this week will it be warm in los angeles?,in los angeles it is gonna be warm on lab_appointment#date,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in the day it not not warm in high of <unk> <eos>
468,this week will it be warm in los angeles? in los angeles it is gonna be warm on lab_appointment#date thank you car!,anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
469,find location and address to home that is nearest me.,your home is at home#address.,<pad> <pad> is <pad> i is is <unk> located <unk> <unk> <unk> i the the route is at <unk> <eos>
470,"find location and address to home that is nearest me. your home is at home#address. thanks, set the gps for there.",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
471,what time is my dinner reservation,your dinner reservation is at dinner#time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your dinner is scheduled at <unk> <eos>
472,please give me the address and directions via a route that avoids all heavy traffic to a hospital around me.,hospital#poi at Palo_Alto_Medical_Foundation#address is Sigona_Farmers_Market#distance away but there is Mandarin_Roots#traffic_info on the way. setting navigation now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the <pad> route does not have any traffic <eos>
473,please give me the address and directions via a route that avoids all heavy traffic to a hospital around me.  hospital#poi at Palo_Alto_Medical_Foundation#address is Sigona_Farmers_Market#distance away but there is Mandarin_Roots#traffic_info on the way. setting navigation now.  thank you very much car!,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the <pad> route does not have any traffic <eos>
474,set a reminder for my dentist appointment with dad on the first at 2pm.,"ok, dentist appointment with your dad on swimming_activity#date at football_activity#time is set",<pad> <pad> <pad> <pad> <pad> <pad> <pad> i has that a a a a has appointment on at <unk> <eos>
475,set an appointment to swim next week,what date and time is your swim appointment?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> set you set a reminder for for your <unk> <eos>
476,set an appointment to swim next week what date and time is your swim appointment? thursday at 10 am please.,i have added swim appointment to your calendar at conference#time on doctor_appointment#date.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> for <pad> a are <unk> <eos>
477,set an appointment to swim next week what date and time is your swim appointment? thursday at 10 am please.  i have added swim appointment to your calendar at conference#time on doctor_appointment#date.  thanks.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> for <pad> a are <unk> <eos>
478,"i need to find out the parties attending and the date for my lab appointment, thanks.",your lab appointment is on football_activity#date and your dentist_appointment#party will be attending.,<pad> <pad> <pad> <pad> have appointments <pad> <pad> your next will be will at <unk> at will to <unk> <eos>
479,"i need to find out the parties attending and the date for my lab appointment, thanks.  your lab appointment is on football_activity#date and your dentist_appointment#party will be attending. great, thank you so much!",the lab appointment is schedule for doctor_appointment#time on football_activity#date and your dentist_appointment#party will be attending.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to <unk> <eos>
480,"i need to find out the parties attending and the date for my lab appointment, thanks.  your lab appointment is on football_activity#date and your dentist_appointment#party will be attending. great, thank you so much! the lab appointment is schedule for doctor_appointment#time on football_activity#date and your dentist_appointment#party will be attending.  thank you.",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy to <unk> <eos>
481,find me the nearest gas station.,the nearest gas station is located Stanford_Express_Care#distance away. need more info?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there is a away at <unk> <eos>
482,"find me the nearest gas station.  the nearest gas station is located Stanford_Express_Care#distance away. need more info? please pick the quickest route to get there, thank you!",setting gps for quickest route to gas_station#poi gas station now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> the <unk> <eos>
483,"find me the nearest gas station.  the nearest gas station is located Stanford_Express_Care#distance away. need more info? please pick the quickest route to get there, thank you! setting gps for quickest route to gas_station#poi gas station now. display address on screen please.",gas_station#poi is located at Valero#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> the <unk> <eos>
484,"find me the nearest gas station.  the nearest gas station is located Stanford_Express_Care#distance away. need more info? please pick the quickest route to get there, thank you! setting gps for quickest route to gas_station#poi gas station now. display address on screen please. gas_station#poi is located at Valero#address. thanks for the information.","you're welcome, glad i could help.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> the <unk> <eos>
485,what is the weather forecast in cleveland for thursday?,the weather in cleveland on football_activity#date will have dew and a high of 30f.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it will be of <unk> in cleveland on <unk> <eos>
486,what is the weather forecast in cleveland for thursday? the weather in cleveland on football_activity#date will have dew and a high of 30f.  thanks,anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to welcome <eos>
487,need the quickest route to home.,"your home is Pizza_Chicago#distance away but there is Philz#traffic_info on our way, i sent the best available route on your screen",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> and is <unk> from <unk> <eos>
488,"need the quickest route to home. your home is Pizza_Chicago#distance away but there is Philz#traffic_info on our way, i sent the best available route on your screen could you confirm the address for me please?","sure, it's home#address, you can see it on your screen",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the drive <unk> <eos>
489,"need the quickest route to home. your home is Pizza_Chicago#distance away but there is Philz#traffic_info on our way, i sent the best available route on your screen could you confirm the address for me please?  sure, it's home#address, you can see it on your screen thank you.",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the drive <unk> <eos>
490,is it going to be hot this weekend in boston?,"the temperatures in seattle will be high this week and the hottest days will be football_activity#date and lab_appointment#date with 100f (but pay attention, it's gonna rain too)",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> like it will not gonna be cloudy in in <unk> <eos>
491,"is it going to be hot this weekend in boston? the temperatures in seattle will be high this week and the hottest days will be football_activity#date and lab_appointment#date with 100f (but pay attention, it's gonna rain too) i was asking about boston not seattle, do you have information for boston, too?",the highs for boston this weekend are in the 90s while the lows are supposed to be 70s.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are <unk> <eos>
492,"is it going to be hot this weekend in boston? the temperatures in seattle will be high this week and the hottest days will be football_activity#date and lab_appointment#date with 100f (but pay attention, it's gonna rain too) i was asking about boston not seattle, do you have information for boston, too? the highs for boston this weekend are in the 90s while the lows are supposed to be 70s.  thank you so much for the information.","you're welcome, glad i could help.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are <unk> <eos>
493,schedule a swimming activity with my brother for the 7th at 11am.,"okay, scheduling a swimming activity with your taking_medicine#party for doctor_appointment#date at lab_appointment#time.",<pad> <pad> <pad> <pad> <pad> <unk> a reminder swimming activity activity activity for for for next 22nd at <unk> <eos>
494,"schedule a swimming activity with my brother for the 7th at 11am. okay, scheduling a swimming activity with your taking_medicine#party for doctor_appointment#date at lab_appointment#time. great, thank you.",glad to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> my <unk> <eos>
495,where is the nearby shopping center?,shopping_center#poi is Pizza_Chicago#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> <pad> <pad> the is is <unk> <eos>
496,"where is the nearby shopping center? shopping_center#poi is Pizza_Chicago#distance away. please pick the quickest route to go there and send me the info on screen, thanks!","ok, you will headed toward shopping_center#poi at Stanford_Shopping_Center#address, located Pizza_Chicago#distance away.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> you drive <unk> <eos>
497,"where is the nearby shopping center? shopping_center#poi is Pizza_Chicago#distance away. please pick the quickest route to go there and send me the info on screen, thanks! ok, you will headed toward shopping_center#poi at Stanford_Shopping_Center#address, located Pizza_Chicago#distance away. thanks!",you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> you drive <unk> <eos>
498,what is the date and location for my conference and who is attending?,"for which one? i have two, one at lab_appointment#time and one at football_activity#time.",you have <unk> for <unk> for <unk> is one in with with <unk> and one at and with <unk> <eos>
499,"what is the date and location for my conference and who is attending? for which one? i have two, one at lab_appointment#time and one at football_activity#time.  the one at 6 pm please.",the event is on dinner#date at lab_appointment#time in conference#room and meeting#party will be attending.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with <unk> <eos>
500,"what is the date and location for my conference and who is attending? for which one? i have two, one at lab_appointment#time and one at football_activity#time.  the one at 6 pm please. the event is on dinner#date at lab_appointment#time in conference#room and meeting#party will be attending. thanks!","no problem, goodbye.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with <unk> <eos>
501,what time do i take my medicine and who is attending?,currently you are taking medicine on two occasions. one is on lab_appointment#date at taking_medicine#time with your football_activity#party. the other is on football_activity#date at lab_appointment#time with dinner#party.,<pad> <pad> two medicine events <unk> on on on at your with and and another on at on <unk> <eos>
502,who will be at the meeting friday,meeting#party will be at the lab_appointment#date meeting.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you to do you the the weather <unk> <eos>
503,will it be windy in los angeles on sunday?,the weather forecast predicts that it will be stormy in los angeles on dinner#date,<pad> <pad> <pad> will not be hot in los angeles on but <unk> it weather forecast calls for hail <eos>
504,will it be windy in los angeles on sunday? the weather forecast predicts that it will be stormy in los angeles on dinner#date thanks.,no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're <unk> <eos>
505,what time is my lab appointment for,your next lab appointment is next football_activity#date at doctor_appointment#time.,<pad> there is no scheduled lab appointment on your <pad> would you like me to schedule on for <unk> <eos>
506,schedule a dentist appointment on the 8th at 1 pm. ana will be joining you.,"okay, scheduling a dentist appointment with football_activity#party on dinner#date at meeting#time.",<pad> <pad> <pad> <pad> <pad> <pad> <unk> <unk> with with your dentist appointment on on on with <unk> <unk> <eos>
507,"schedule a dentist appointment on the 8th at 1 pm. ana will be joining you. okay, scheduling a dentist appointment with football_activity#party on dinner#date at meeting#time. thanks!",glad i can assist you.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
508,i need a rest stop within a 2 mile radius.,there is a rest_stop#poi one mile away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there <unk> a a you none within <unk> <eos>
509,i need a rest stop within a 2 mile radius.  there is a rest_stop#poi one mile away. what is the address?,rest_stop#poi Travelers_Lodge#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
510,i need a rest stop within a 2 mile radius.  there is a rest_stop#poi one mile away. what is the address? rest_stop#poi Travelers_Lodge#address. set gps for shortest route.,gps set for shortest route.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
511,i need a rest stop within a 2 mile radius.  there is a rest_stop#poi one mile away. what is the address? rest_stop#poi Travelers_Lodge#address. set gps for shortest route. gps set for shortest route. thanks!,have a good day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> at <unk> <eos>
512,when am i playing tennis,you are playing tennis on lab_appointment#time lab_appointment#date.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your tennis game is at at <unk> <eos>
513,what date is my dentist appointment and who is attending?,"you have two dentist appointments, one with your doctor_appointment#party and one with your lab_appointment#party, both on football_activity#date.",<pad> <pad> <pad> you have two dentist <unk> one on your with and one one on and with <unk> <eos>
