,inputs,outputs,prediction
1344,"car, find the date and time for my tennis activity.",your tennis activity is on the 4th at 5 pm and your sister will be attending.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'have', 'three', 'scheduled', 'scheduled', '<unk>', 'on', 'on', 'on', '<unk>', 'another', 'another', 'another', 'another', 'another', 'another', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'last', 'last', 'the', 'on', 'on', 'at', 'at', '<unk>', '<unk>']"
1345,"car, find the date and time for my tennis activity. your tennis activity is on the 4th at 5 pm and your sister will be attending. thanks",you're welcome,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'in', 'in', 'at', 'at', 'at', 'team', '100', '100', '100', 'at', 'at', 'at', 'wednesday', 'wednesday', '100', '100', 'to', 'to', 'to', 'the', 'the', '<eos>', '<eos>']"
1346,schedule meeting,schedule a meeting for what time and day?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', '<unk>', 'it', 'will', 'be', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1347,schedule meeting schedule a meeting for what time and day? i need it for saturday at 1pm with sales team to go over budget.,setting meeting for saturday at 1pm with sales team to go over budget.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'on', 'on', 'the', 'and', '<unk>', '<unk>', 'broken', 'to', 'to', 'the', 'the', '<unk>', '<eos>']"
1348,what is the weather going to be today and tomorrow,what city would you like to know the weather about?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'you', '<unk>', 'forecast', '<unk>', '<unk>', '<unk>', 'the', 'the', 'at', 'at', 'at', 'at', 'at', 'at', 'at', 'at', 'and', 'with', 'the', 'the', 'the', 'the', 'with', 'with', 'with', '<unk>', '<eos>', '<eos>']"
1349,what is the weather going to be today and tomorrow what city would you like to know the weather about? i want to know if it will drizzle in durham,it is not predicted to drizzle any today or tomorrow in durham.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'do', 'do', 'do', 'in', 'in', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<eos>', '<eos>']"
1350,check forecast for today and tomorrow,what city do you want to hear the forecast for?,"['<pad>', '<pad>', 'the', 'in', 'in', 'in', 'will', 'will', 'will', 'be', '<unk>', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', '<unk>', '<unk>', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', '<eos>', '<eos>']"
1351,check forecast for today and tomorrow what city do you want to hear the forecast for? mountain view,it will be overcast today and stormy tomorrow in mountain view.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'on', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'the', 'to', 'to', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1352,check forecast for today and tomorrow what city do you want to hear the forecast for? mountain view it will be overcast today and stormy tomorrow in mountain view. thanks.,you're welcome!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'to', 'to', 'your', 'with', 'with', 'with', 'with', 'about', 'about', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', 'to', 'to', '<unk>', '<unk>', '<eos>']"
1353,what's the weather going to be like this week,what location should i look up the weekly forecast for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'it', 'it', 'will', 'be', '<unk>', '<unk>', '<unk>', '<unk>', 'it', 'it', 'it', 'it', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', '<unk>', 'friday', '<unk>', '<unk>', 'and', 'and', 'and', 'will', 'be', 'be', '<eos>', '<eos>', '<eos>']"
1354,what's the weather going to be like this week what location should i look up the weekly forecast for?  will it be hot in brentwood?,it should not be hot in brentwood this week.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', '<eos>']"
1355,what's the weather going to be like this week what location should i look up the weekly forecast for?  will it be hot in brentwood? it should not be hot in brentwood this week. thank you.,you're welcome!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'heading', 'heading', 'heading', 'heading', 'heading', 'heading', 'center', 'center', 'wednesday', 'wednesday', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>', '<eos>']"
1356,where is a nearby parking garage?,"the nearest one is palo alto garage r, it's just 1 miles away","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'garage', 'parking', 'parking', 'garage', '4', '4', 'palo', 'garage', 'garage', 'garage', 'garage', 'garage', 'garage', 'garage', 'garage', 'closest', 'closest', 'closest', 'option', 'option', 'option', '<unk>', 'you', 'you', 'you', '<unk>', '<eos>', '<eos>', '<eos>']"
1357,"where is a nearby parking garage? the nearest one is palo alto garage r, it's just 1 miles away oh great job. thanks.",you're welcome!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'to', 'to', 'a', 'a', 'a', 'with', 'center', 'a', 'the', 'the', 'the', 'the', 'the', 'to', 'to', 'to', 'to', 'to', 'to']"
1358,will there be drizzle in redwood city this weekend?,there will be no drizzle in redwood city this weekend.,"['<pad>', '<pad>', 'for', 'for', 'for', 'for', 'for', 'for', 'for', 'for', 'for', 'be', 'be', 'for', 'for', 'for', '<unk>', 'of', 'of', 'high', 'high', 'high', 'high', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'with', 'high', 'high', 'high', '<unk>', '<eos>', '<eos>']"
1359,will there be drizzle in redwood city this weekend? there will be no drizzle in redwood city this weekend. thanks.,no problem!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'a', 'a', 'a', 'week', 'week', 'week', 'week', '<unk>', '<unk>', '<unk>', '<unk>', 'the', 'the', 'the', 'the', 'the', 'the', 'highs', 'highs', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1360,car please send me the fastest route to go back home,taking you home.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'miles', 'miles', 'miles', 'miles', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'be', 'be', 'be', 'to', 'to', 'in', 'a', 'a', '<eos>', '<eos>', '<eos>']"
1361,car please send me the fastest route to go back home taking you home. what is the address?,home is 5671 barringer street. anything else i can help you with?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'is', '792', 'street', 'street', 'street', 'there', 'there', 'is', 'traffic', 'traffic', 'traffic', 'way', 'you', 'you', 'you', 'to', 'to', 'to', 'to', 'the', 'the', 'there', 'there', '<eos>', '<eos>']"
1362,make an appointment for the doctor on the 12th,at what time should i set the appointment?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'only', 'only', 'is', 'can', 'only', 'only', 'only', 'only', 'only', 'only', 'only', 'only', 'only', 'only', 'there', 'there', 'there', 'there', 'there', 'there', 'is', 'is', 'is', 'road', 'this', 'away', '<eos>', '<eos>']"
1363,make an appointment for the doctor on the 12th at what time should i set the appointment?  set it at 7 pm please.,i have made an appointment for the doctor on the 12th at 7 pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'your', 'and', 'and', 'and', 'and', 'and', '<unk>', '<unk>', 'to', 'to', 'to', 'to', 'to', 'to', '<unk>', '<eos>', '<eos>']"
1364,what is the temperature for the next 7 days weather forecast,what city are you interested in?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'monday', 'monday', 'clear', '<unk>', 'on', 'on', 'on', 'on', 'on', 'clear', 'clear', 'thursday', 'thursday', 'thursday', 'thursday', 'skies', 'skies', 'skies', 'skies', 'the', 'the', 'the', 'the', 'over', 'over', 'over', 'over', '<unk>']"
1365,what is the temperature for the next 7 days weather forecast what city are you interested in? compton.,the temperature in compton will be between 70f and 100f on monday and friday. during the other days of the week it will remain between 30f and 70f,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'the', 'will', 'will', 'be', 'be', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'be', 'be', 'be', 'be', 'the', 'the', 'the', 'will', 'high', '<unk>', '<eos>']"
1366,what will be the highest temperature on friday in mountain view?,"on friday, the highest temperature in mountain view is predicted to be 50f","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'is', 'is', 'be', 'be', 'be', 'be', 'monday', 'with', 'with', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'the', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1367,"what will be the highest temperature on friday in mountain view? on friday, the highest temperature in mountain view is predicted to be 50f thanks.",anytime,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'a', 'a', 'a', 'away', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'route', 'is', 'is', 'is', 'is', 'is', 'traffic', 'traffic', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1368,"remind me about my yoga activity with mother on the 15th of this month, it is at 3 pm.","okay, i will remind you of your yoga activity with your mother scheduled on the 15th of this month.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'a', 'a', 'a', 'a', 'with', '<unk>', '<unk>', 'a', 'a', 'a', 'a', 'on', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'the', 'the', '<unk>', '<unk>', '<eos>']"
1369,what time is my next tennis activity and who will be attending?,your next tennis activity is on the 4th at 5pm with your mother.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'you', 'have', 'two', 'appointments', 'appointments', 'scheduled', '<unk>', '<unk>', 'one', 'one', 'the', 'the', 'at', 'at', 'at', 'at', 'at', 'and', 'and', 'and', 'and', '<unk>', 'the', 'jeff', 'at', 'at', 'at', 'with', 'with', '<unk>', '<eos>']"
1370,what time is my next tennis activity and who will be attending? your next tennis activity is on the 4th at 5pm with your mother. thanks!,glad i can help.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'to', 'is', 'is', 'is', 'the', 'the', 'the']"
1371,"car i need a hospital, please send me a quick route to the one near me in the direction we're driving",stanford express care is on the way.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'i', 'i', 'i', 'i', 'on', 'on', 'and', 'and', 'and', 'on', 'on', 'on', 'on', 'on', 'and', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'the', 'the', '<unk>', '<eos>']"
1372,"car i need a hospital, please send me a quick route to the one near me in the direction we're driving stanford express care is on the way. please pick a quick route and let's go there, thank you!","navigating to stanford express care at 214 el camino real. there is heavy traffic on the way there, however.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'to', 'a', 'home', 'home', 'home', 'with', 'with', 'with', 'but', 'will', 'be', 'be', 'be', 'friend', 'friend', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1373,schedule a swimming activity on monday the 1st with my father at 4pm.,i will promptly schedule a swimming activity on monday the 1st with your father at 4pm.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'and', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', 'you', 'you', 'you', '<unk>', '<unk>', '<eos>', '<eos>']"
1374,schedule a swimming activity on monday the 1st with my father at 4pm. i will promptly schedule a swimming activity on monday the 1st with your father at 4pm. thanks.,you're welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'a', 'a', 'a', 'a', 'and', 'center', 'center', 'and', 'and', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']"
1375,will there be clear skies in danville on thursday?,dew is predicted in danville on thursday,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'is', 'going', 'going', 'be', 'a', 'a', 'a', 'of', 'of', 'of', 'of', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'rain', 'rain', 'rain', 'rain', 'rain', 'rain', 'the', 'of', 'of', 'of', 'of', 'of', '<eos>', '<eos>']"
1376,will there be clear skies in danville on thursday? dew is predicted in danville on thursday thank you!,anytime!,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'is', 'a', 'a', 'with', 'with', 'week', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1377,is it gonna snow in durham during the week?,durham does not have any snow predicted this week.,"['in', 'danville', 'in', 'forcast', 'forcast', 'is', 'will', 'will', 'a', 'a', 'a', 'monday', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', 'high', '<unk>', '<unk>', 'of', 'of', 'of', 'of', 'of', 'on', 'on', 'on', 'on', 'on', '<eos>']"
1378,is it gonna snow in durham during the week? durham does not have any snow predicted this week. thank you.,you are welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'your', 'room', 'conference', 'about', 'the', 'the', 'the', 'the', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'to', 'to', 'to', 'to', 'the', 'the', '<unk>', '<eos>', '<eos>']"
1379,what is the weather like this week,what city do you want the weather for?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', '<unk>', '<unk>', '<unk>', '<unk>', 'be', 'monday', 'monday', 'monday', '<unk>', 'tuesday', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'and', 'and', 'and', 'and', 'and', 'and', 'friday', 'friday', 'on', 'and', 'and', 'and', 'on', 'on', '<unk>', '<eos>', '<eos>']"
1380,what is the weather like this week what city do you want the weather for? cleveland.,"this week in cleveland the weather will be clear skies on monday, dew on tuesday, stormy on wednesday, drizzle on thrusday, cloudy on friday, overcast on saturday, and raining on sunday","['the', 'temperature', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'will', 'be', 'monday', 'monday', 'monday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'friday', 'friday', 'tuesday', '<unk>', 'the', 'on', '<unk>', '<eos>', '<eos>']"
1381,will it be dry in new york on wednesday?,it will be dry wednesday in new york.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'of', 'in', 'in', 'a', 'a', 'a', 'a', 'a', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'traffic', 'traffic', 'traffic', 'traffic', '<eos>', '<eos>', '<eos>']"
1382,will it be dry in new york on wednesday? it will be dry wednesday in new york. thank you so much.,no problem.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'the', 'the', 'the', 'be', 'the', 'the', 'with', 'week', 'week', 'week', 'week', 'week', 'highs', 'highs', 'the', 'the', 'the', 'the', 'the', 'the', 'highs', 'highs', 'highs', '<unk>', '<unk>', '<eos>', '<eos>', '<eos>']"
1383,check weather forecast for seattle,for what day would you like to know?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'the', 'the', 'the', 'will', 'be', 'be', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', 'on', '<unk>', '<unk>', '<eos>']"
1384,check weather forecast for seattle for what day would you like to know? please tell me the forecast in seattle this week.,"this week in seattle the weather is forecasted to be overcast, cloudy, windy, foggy, drzzle, warm ,and dry","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'in', 'in', 'in', 'the', 'will', 'be', 'be', 'be', 'of', 'of', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<eos>', '<eos>']"
1385,find me a chinese restaurant with a no traffic route.,chef chu's is the only chinese restaurant but here is heavy traffic.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'a', 'a', 'a', 'center', 'center', 'center', 'garage', 'garage', 'garage', 'garage', 'garage', 'garage', 'the', '<unk>', '<unk>', '<unk>', 'closest', 'closest', 'closest', '<unk>', 'do', 'do', 'do', 'a', 'a', '<unk>', '<eos>', '<eos>']"
1386,find me a chinese restaurant with a no traffic route.  chef chu's is the only chinese restaurant but here is heavy traffic. send me the address anyway.,chef chu's is at 593 arrowhead way.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'is', 'a', 'a', 'street', 'street', 'street', 'is', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', 'i', 'i', 'to', 'the', '<unk>']"
1387,can you find me a chinese restaurant that is within 5 miles?,chef chu's is 5 miles away.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', 'is', 'is', 'is', 'is', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'you', '<unk>', '<unk>']"
1388,can you find me a chinese restaurant that is within 5 miles? chef chu's is 5 miles away. how is the traffic to there?,there is currently no traffic.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'is', 'a', 'a', '<unk>', 'street', 'street', '<unk>', 'there', 'there', 'there', 'is', 'is', '<unk>', '<unk>', '<unk>', '<unk>', 'you', 'to', 'to', 'the', 'the', '<unk>', '<eos>']"
1389,"can you find me a chinese restaurant that is within 5 miles? chef chu's is 5 miles away. how is the traffic to there? there is currently no traffic. sounds good, set the gps please.","gps set, happy to assist you.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'the', 'is', 'located', 'located', 'located', 'located', 'at', 'barringer', 'barringer', 'barringer', 'miles', 'miles', 'miles', 'miles', 'miles', 'miles', 'heavy', 'heavy', 'heavy', 'to', 'to', 'route', 'route', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>', '<eos>']"
1390,what is the weather forecast for the weekend,for what city would you like to know that?,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'is', 'cafe', 'cafe', 'is', 'is', 'is', 'sunday', 'durham', 'durham', 'alger', 'alger', 'alger', 'alger', 'alger', 'sunday', 'sunday', 'sunday', 'is', 'is', 'is', 'is', 'is', 'with', 'with', '<unk>', '<eos>', '<eos>']"
1391,"what is the weather forecast for the weekend for what city would you like to know that?  compton, what is the forecast for this week?",it will be rainy the first half of the week and then foggy the second and dry over the weekend in compton.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'your', 'conference', 'conference', 'conference', 'conference', 'conference', 'conference', 'conference', 'conference', 'conference', 'conference', 'room', 'room', 'room', 'room', 'to', 'to', 'to', 'to', 'the', '<unk>', '<eos>', '<eos>']"
1392,will it be humid in fresno during the next week?,it will not be humid in fresno next week.,"['in', 'danville', 'in', 'in', 'in', 'in', 'will', 'will', 'be', 'be', 'monday', 'monday', 'of', 'of', 'of', 'tuesday', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'of', 'of', 'on', 'on', 'on', '<unk>', '<eos>', '<eos>']"
1393,will it be humid in fresno during the next week? it will not be humid in fresno next week. thanks.,anytime!,"['<pad>', '<pad>', '<pad>', '<pad>', 'the', 'in', 'in', 'in', 'in', 'week', 'week', 'week', 'be', 'be', 'to', 'for', 'of', 'of', 'of', '60f', '60f', 'the', 'the', 'be', 'be', 'be', 'be', 'be', 'the', 'the', 'the', 'the', 'the', 'highs', 'highs', 'of', '<eos>', '<eos>', '<eos>', '<eos>']"
1394,find out the parties joining me and date for my doctor appointment.,"you have 4 doctor appointments scheduled: marie on the 15th, your brother on wednesday, your mother on the 20th, and ana on the 12th.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'have', 'have', 'three', 'scheduled', 'scheduled', 'one', 'one', 'one', 'the', 'the', 'the', 'at', 'at', 'one', 'one', 'one', 'one', 'one', 'one', 'one', 'the', 'the', 'at', 'at', '1pm', '<unk>', '<unk>', '<eos>']"
1395,"find out the parties joining me and date for my doctor appointment. you have 4 doctor appointments scheduled: marie on the 15th, your brother on wednesday, your mother on the 20th, and ana on the 12th. cool, thanks","my pleasure, goodbye.","['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'not', 'not', 'not', 'to', 'home', 'home', 'home', 'tuesday', 'with', 'with', 'with', 'that', 'that', 'weekend', 'that', 'that', '<eos>', '<eos>', '<eos>']"
1396,when's my tennis match,your tennis match is tuesday at 11am.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<unk>', 'it', 'be', 'be', 'on', '<unk>', '<unk>', '<unk>', '<unk>', 'tuesday', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', 'on', 'on', '<eos>']"
1397,when's my tennis match your tennis match is tuesday at 11am.  okay great. thank you.,you're very welcome.,"['<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', '<pad>', 'i', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'team', 'team', 'the', 'the', 'the', 'the', 'the', 'the', 'the', '<unk>', '<unk>', 'you', 'to', 'to', 'to', 'to', 'the', 'the', 'the', '<eos>', '<eos>']"
