,inputs,outputs,prediction
453,where are there chinese restaurants around?,there is a chinese_restaurant#poi and a chinese_restaurant#poi.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> there changs is the away <eos>
454,where are there chinese restaurants around? there is a chinese_restaurant#poi and a chinese_restaurant#poi. whichever is the fastest to get to.,that would be chinese_restaurant#poi,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> try <pad> to <pad> is <pad> screen the <unk> <eos>
455,where are there chinese restaurants around? there is a chinese_restaurant#poi and a chinese_restaurant#poi. whichever is the fastest to get to. that would be chinese_restaurant#poi what is the address?,chinese_restaurant#poi is at Chef_Chu's#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> try <pad> to <pad> is <pad> screen the <unk> <eos>
456,where are there chinese restaurants around? there is a chinese_restaurant#poi and a chinese_restaurant#poi. whichever is the fastest to get to. that would be chinese_restaurant#poi what is the address? chinese_restaurant#poi is at Chef_Chu's#address. thank you,you're welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> try <pad> to <pad> is <pad> screen the <unk> <eos>
457,what is the rest stop with the quickest route nearby?,rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long.,<pad> <pad> <pad> <pad> <pad> <pad> is is the at is with and there a a route navigation <unk> <eos>
458,what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address?,"the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> setting drive <unk> <eos>
459,"what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address? the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info is there a quick route to reach?",i sent the quickest route on your screen,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> setting drive <unk> <eos>
460,"what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address? the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info is there a quick route to reach? i sent the quickest route on your screen thank you car!",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> setting drive <unk> <eos>
461,"what is the rest stop with the quickest route nearby? rest_stop#poi is a rest stop located Palo_Alto_Medical_Foundation#distance away. there is a Valero#traffic_info but should delay you to long. what is the address? the address for rest_stop#poi is Hotel_Keen#address, Palo_Alto_Medical_Foundation#distance away with a Valero#traffic_info is there a quick route to reach? i sent the quickest route on your screen thank you car! you're welcome; drive safely. have a good day.",if you drive carefully it will be for sure!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> setting drive <unk> <eos>
462,check the weather forecast,what city do you want the weather for?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> for what city should i check the weather forecast <unk> <eos>
463,check the weather forecast what city do you want the weather for? i want to know if it will be stormy in manhattan over the next 7 days,in manhattan it will be stormy on lab_appointment#date and football_activity#date,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
464,check the weather forecast what city do you want the weather for? i want to know if it will be stormy in manhattan over the next 7 days in manhattan it will be stormy on lab_appointment#date and football_activity#date thank you car!,anytime.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <unk> <eos>
465,please give me the address and directions via a route with no traffic to the nearest pizza restaurant.,the nearest pizza restaurant with Mandarin_Roots#traffic_info is Palo_Alto_Medical_Foundation#distance away at Round_Table#address. do you want to go to the pizza_restaurant#poi?,<pad> nearest <pad> is 776 is arastradero arastradero rd it is away away with there you setting directions <unk> <eos>
466,"please give me the address and directions via a route with no traffic to the nearest pizza restaurant. the nearest pizza restaurant with Mandarin_Roots#traffic_info is Palo_Alto_Medical_Foundation#distance away at Round_Table#address. do you want to go to the pizza_restaurant#poi? yes, let's go, thank you!",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you drive <unk> <eos>
467,this week will it be warm in los angeles?,in los angeles it is gonna be warm on lab_appointment#date,<pad> <pad> <pad> <pad> angeles los los <pad> los <pad> it will not snow high snow high on angeles <eos>
468,this week will it be warm in los angeles? in los angeles it is gonna be warm on lab_appointment#date thank you car!,anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> very <unk> <eos>
469,find location and address to home that is nearest me.,your home is at home#address.,<pad> <pad> <pad> <pad> i <pad> is <pad> at your in in in that should traffic for in <unk> <eos>
470,"find location and address to home that is nearest me. your home is at home#address. thanks, set the gps for there.",no problem,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> be you're <unk> <eos>
471,what time is my dinner reservation,your dinner reservation is at dinner#time.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your dinner is scheduled at 7pm <eos>
472,please give me the address and directions via a route that avoids all heavy traffic to a hospital around me.,hospital#poi at Palo_Alto_Medical_Foundation#address is Sigona_Farmers_Market#distance away but there is Mandarin_Roots#traffic_info on the way. setting navigation now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to traffic <eos>
473,please give me the address and directions via a route that avoids all heavy traffic to a hospital around me.  hospital#poi at Palo_Alto_Medical_Foundation#address is Sigona_Farmers_Market#distance away but there is Mandarin_Roots#traffic_info on the way. setting navigation now.  thank you very much car!,you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to traffic <eos>
474,set a reminder for my dentist appointment with dad on the first at 2pm.,"ok, dentist appointment with your dad on swimming_activity#date at football_activity#time is set",<pad> <pad> <pad> <pad> <pad> i reminder a a doctor a the on the is on at at pm <eos>
475,set an appointment to swim next week,what date and time is your swim appointment?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> what day what day should it set a your <unk> <eos>
476,set an appointment to swim next week what date and time is your swim appointment? thursday at 10 am please.,i have added swim appointment to your calendar at conference#time on doctor_appointment#date.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will no problem <eos>
477,set an appointment to swim next week what date and time is your swim appointment? thursday at 10 am please.  i have added swim appointment to your calendar at conference#time on doctor_appointment#date.  thanks.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> will no problem <eos>
478,"i need to find out the parties attending and the date for my lab appointment, thanks.",your lab appointment is on football_activity#date and your dentist_appointment#party will be attending.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> happy at welcome <eos>
479,"i need to find out the parties attending and the date for my lab appointment, thanks.  your lab appointment is on football_activity#date and your dentist_appointment#party will be attending. great, thank you so much!",the lab appointment is schedule for doctor_appointment#time on football_activity#date and your dentist_appointment#party will be attending.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome <eos>
480,"i need to find out the parties attending and the date for my lab appointment, thanks.  your lab appointment is on football_activity#date and your dentist_appointment#party will be attending. great, thank you so much! the lab appointment is schedule for doctor_appointment#time on football_activity#date and your dentist_appointment#party will be attending.  thank you.",you're welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome <eos>
481,find me the nearest gas station.,the nearest gas station is located Stanford_Express_Care#distance away. need more info?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> nearest <pad> is nearest nearest gas a on alester away <eos>
482,"find me the nearest gas station.  the nearest gas station is located Stanford_Express_Care#distance away. need more info? please pick the quickest route to get there, thank you!",setting gps for quickest route to gas_station#poi gas station now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is located <pad> route drive <unk> <eos>
483,"find me the nearest gas station.  the nearest gas station is located Stanford_Express_Care#distance away. need more info? please pick the quickest route to get there, thank you! setting gps for quickest route to gas_station#poi gas station now. display address on screen please.",gas_station#poi is located at Valero#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is located <pad> route drive <unk> <eos>
484,"find me the nearest gas station.  the nearest gas station is located Stanford_Express_Care#distance away. need more info? please pick the quickest route to get there, thank you! setting gps for quickest route to gas_station#poi gas station now. display address on screen please. gas_station#poi is located at Valero#address. thanks for the information.","you're welcome, glad i could help.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is located <pad> route drive <unk> <eos>
485,what is the weather forecast in cleveland for thursday?,the weather in cleveland on football_activity#date will have dew and a high of 30f.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> low low 60f with weather high of hail <eos>
486,what is the weather forecast in cleveland for thursday? the weather in cleveland on football_activity#date will have dew and a high of 30f.  thanks,anytime!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are welcome <eos>
487,need the quickest route to home.,"your home is Pizza_Chicago#distance away but there is Philz#traffic_info on our way, i sent the best available route on your screen",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> home is currently ames ames route route street <eos>
488,"need the quickest route to home. your home is Pizza_Chicago#distance away but there is Philz#traffic_info on our way, i sent the best available route on your screen could you confirm the address for me please?","sure, it's home#address, you can see it on your screen",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the to drive <unk> <eos>
489,"need the quickest route to home. your home is Pizza_Chicago#distance away but there is Philz#traffic_info on our way, i sent the best available route on your screen could you confirm the address for me please?  sure, it's home#address, you can see it on your screen thank you.",you're welcome; drive safely.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the to drive <unk> <eos>
490,is it going to be hot this weekend in boston?,"the temperatures in seattle will be high this week and the hottest days will be football_activity#date and lab_appointment#date with 100f (but pay attention, it's gonna rain too)",<pad> <pad> <pad> <pad> <pad> <pad> <pad> in supposed to on hail to on to on the in cleveland <eos>
491,"is it going to be hot this weekend in boston? the temperatures in seattle will be high this week and the hottest days will be football_activity#date and lab_appointment#date with 100f (but pay attention, it's gonna rain too) i was asking about boston not seattle, do you have information for boston, too?",the highs for boston this weekend are in the 90s while the lows are supposed to be 70s.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> be <pad> <pad> <pad> this <unk> <eos>
492,"is it going to be hot this weekend in boston? the temperatures in seattle will be high this week and the hottest days will be football_activity#date and lab_appointment#date with 100f (but pay attention, it's gonna rain too) i was asking about boston not seattle, do you have information for boston, too? the highs for boston this weekend are in the 90s while the lows are supposed to be 70s.  thank you so much for the information.","you're welcome, glad i could help.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> be <pad> <pad> <pad> this <unk> <eos>
493,schedule a swimming activity with my brother for the 7th at 11am.,"okay, scheduling a swimming activity with your taking_medicine#party for doctor_appointment#date at lab_appointment#time.",<pad> <pad> <pad> <pad> <pad> okay scheduling a your conference with your on on the the at at 1pm <eos>
494,"schedule a swimming activity with my brother for the 7th at 11am. okay, scheduling a swimming activity with your taking_medicine#party for doctor_appointment#date at lab_appointment#time. great, thank you.",glad to help,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome <eos>
495,where is the nearby shopping center?,shopping_center#poi is Pizza_Chicago#distance away.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> shopping is is on away <eos>
496,"where is the nearby shopping center? shopping_center#poi is Pizza_Chicago#distance away. please pick the quickest route to go there and send me the info on screen, thanks!","ok, you will headed toward shopping_center#poi at Stanford_Shopping_Center#address, located Pizza_Chicago#distance away.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> address you're <unk> <eos>
497,"where is the nearby shopping center? shopping_center#poi is Pizza_Chicago#distance away. please pick the quickest route to go there and send me the info on screen, thanks! ok, you will headed toward shopping_center#poi at Stanford_Shopping_Center#address, located Pizza_Chicago#distance away. thanks!",you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> address you're <unk> <eos>
498,what is the date and location for my conference and who is attending?,"for which one? i have two, one at lab_appointment#time and one at football_activity#time.",i for which <unk> two <unk> two one in conference room 102 with the vice president and another on <eos>
499,"what is the date and location for my conference and who is attending? for which one? i have two, one at lab_appointment#time and one at football_activity#time.  the one at 6 pm please.",the event is on dinner#date at lab_appointment#time in conference#room and meeting#party will be attending.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the are is <eos>
500,"what is the date and location for my conference and who is attending? for which one? i have two, one at lab_appointment#time and one at football_activity#time.  the one at 6 pm please. the event is on dinner#date at lab_appointment#time in conference#room and meeting#party will be attending. thanks!","no problem, goodbye.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> the are is <eos>
501,what time do i take my medicine and who is attending?,currently you are taking medicine on two occasions. one is on lab_appointment#date at taking_medicine#time with your football_activity#party. the other is on football_activity#date at lab_appointment#time with dinner#party.,you <pad> two medicine events scheduled one on friday at 9am with pm and another on and with 9am <eos>
502,who will be at the meeting friday,meeting#party will be at the lab_appointment#date meeting.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in is the your coffee_or_tea_place#poi the in in room <eos>
503,will it be windy in los angeles on sunday?,the weather forecast predicts that it will be stormy in los angeles on dinner#date,<pad> not not not not be not be los on on not not be cloudy on in in not <eos>
504,will it be windy in los angeles on sunday? the weather forecast predicts that it will be stormy in los angeles on dinner#date thanks.,no problem.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're anytime <eos>
505,what time is my lab appointment for,your next lab appointment is next football_activity#date at doctor_appointment#time.,<pad> there is no scheduled lab appointment on your calendar would you like me to schedule on for <unk> <eos>
506,schedule a dentist appointment on the 8th at 1 pm. ana will be joining you.,"okay, scheduling a dentist appointment with football_activity#party on dinner#date at meeting#time.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> dentist appointment appointment appointment scheduled for at 11 am <eos>
507,"schedule a dentist appointment on the 8th at 1 pm. ana will be joining you. okay, scheduling a dentist appointment with football_activity#party on dinner#date at meeting#time. thanks!",glad i can assist you.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're welcome <eos>
508,i need a rest stop within a 2 mile radius.,there is a rest_stop#poi one mile away.,boston#tuesday only <pad> not <pad> the <pad> a a at a away away mile you a want the away <eos>
509,i need a rest stop within a 2 mile radius.  there is a rest_stop#poi one mile away. what is the address?,rest_stop#poi Travelers_Lodge#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> address you're welcome navigation is to ave <eos>
510,i need a rest stop within a 2 mile radius.  there is a rest_stop#poi one mile away. what is the address? rest_stop#poi Travelers_Lodge#address. set gps for shortest route.,gps set for shortest route.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> address you're welcome navigation is to ave <eos>
511,i need a rest stop within a 2 mile radius.  there is a rest_stop#poi one mile away. what is the address? rest_stop#poi Travelers_Lodge#address. set gps for shortest route. gps set for shortest route. thanks!,have a good day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> address you're welcome navigation is to ave <eos>
512,when am i playing tennis,you are playing tennis on lab_appointment#time lab_appointment#date.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> your tennis game is at 7 pm pm <eos>
513,what date is my dentist appointment and who is attending?,"you have two dentist appointments, one with your doctor_appointment#party and one with your lab_appointment#party, both on football_activity#date.",<pad> <pad> you have two dentist <unk> one on 18th with jon and one on the 18th with ana <eos>
514,"what date is my dentist appointment and who is attending? you have two dentist appointments, one with your doctor_appointment#party and one with your lab_appointment#party, both on football_activity#date. thank you, that was helpful.",glad i can assist you.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you are welcome <eos>
515,what is the date of my yoga activity and who will be attending it?,"you have four yoga activities scheduled; one on football_activity#date with lab_appointment#party, two on dinner#date with lab_appointment#party and one with yoga_activity#party, and one on football_activity#date with yoga_activity#party.",<pad> <pad> <pad> activity two activity activity <unk> <unk> mother on with and one one with marie at tom <eos>
516,"what is the date of my yoga activity and who will be attending it? you have four yoga activities scheduled; one on football_activity#date with lab_appointment#party, two on dinner#date with lab_appointment#party and one with yoga_activity#party, and one on football_activity#date with yoga_activity#party.  thank you.",you are welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> with welcome <eos>
517,schedule taking medicine with martha at 5pm next wednesday.,okay scheduling taking medicine with lab_appointment#party at lab_appointment#time next lab_appointment#date.,<pad> <pad> <pad> <pad> <pad> <pad> setting a to to next next appointment with next next with your aunt <eos>
518,schedule taking medicine with martha at 5pm next wednesday. okay scheduling taking medicine with lab_appointment#party at lab_appointment#time next lab_appointment#date. thank you!,taking medicine scheduled for next lab_appointment#date at dinner#time,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> are no welcome <eos>
519,is the weather cloudy right now,what city do you want the weather for?,<pad> <pad> what city are you <pad> <pad> <pad> <pad> could check location see you want cloudy outside <unk> <eos>
520,is the weather cloudy right now what city do you want the weather for? fresno,there are no clouds in fresno right now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> it is not cloudy in and fresno right now <eos>
521,is the weather cloudy right now what city do you want the weather for? fresno there are no clouds in fresno right now. thanks.,anytime.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> you're today <eos>
522,give me the location for the nearest starbucks,there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> no no <pad> <pad> <pad> <pad> there there is no starbucks nearby <eos>
523,give me the location for the nearest starbucks there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it? yes please.,"then let's go at coffee_or_tea_place#poi, Cafe_Venetia#address",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> cafe <pad> screen drive <unk> <eos>
524,"give me the location for the nearest starbucks there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it? yes please. then let's go at coffee_or_tea_place#poi, Cafe_Venetia#address okay thank you.",the destination is Palo_Alto_Garage_R#distance away in Mandarin_Roots#traffic_info.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> cafe <pad> screen drive <unk> <eos>
525,"give me the location for the nearest starbucks there is no coffee_or_tea_place#poi listed locally but i have another coffee shop listed would you like the address to it? yes please. then let's go at coffee_or_tea_place#poi, Cafe_Venetia#address okay thank you. the destination is Palo_Alto_Garage_R#distance away in Mandarin_Roots#traffic_info.  please set the gps to avoid all heavy traffic and let's go there, thank you!",you are welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> cafe <pad> screen drive <unk> <eos>
526,find directions to the nearest starbucks,there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> away would you like directions <unk> <eos>
527,"find directions to the nearest starbucks there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want? let's go at cafe venetia please, send the address on my screen and pich the quickest route",coffee_or_tea_place#poi is located at Cafe_Venetia#addressive with Pizza_Chicago#traffic_info. is that going to be okay?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> route to <unk> <eos>
528,"find directions to the nearest starbucks there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want? let's go at cafe venetia please, send the address on my screen and pich the quickest route coffee_or_tea_place#poi is located at Cafe_Venetia#addressive with Pizza_Chicago#traffic_info. is that going to be okay? yes. set gps for the quickest route now.","i sent the info on your screen, drive carefully!",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> route to <unk> <eos>
529,"find directions to the nearest starbucks there is no coffee_or_tea_place#poi close but there is two others; one is coffee_or_tea_place#poi that is Valero#distance away and the other is coffee_or_tea_place#poi which is Palo_Alto_Medical_Foundation#distance away. which one do you want? let's go at cafe venetia please, send the address on my screen and pich the quickest route coffee_or_tea_place#poi is located at Cafe_Venetia#addressive with Pizza_Chicago#traffic_info. is that going to be okay? yes. set gps for the quickest route now. i sent the info on your screen, drive carefully! thanks",you're welcome!,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> route to <unk> <eos>
530,is it supposed to snow today,where would you like to know if it will snow?,<pad> <pad> <pad> <pad> <pad> what city would <pad> like me to check if it will be snowing <unk> <eos>
531,is it supposed to snow today where would you like to know if it will snow? i want to know about corona please.,no it's not forecast to snow in corona today; the forecast is humid with a low of 70f and a high of 90f.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> in cleveland today <eos>
532,is it supposed to snow today where would you like to know if it will snow? i want to know about corona please.  no it's not forecast to snow in corona today; the forecast is humid with a low of 70f and a high of 90f. thank you so much.,you're welcome. have a great day.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> in cleveland today <eos>
533,give me directions to a place to sleep,the rest_stop#poi is closest to you at Valero#distance away in Dominos#traffic_info. would you like directions there?,there are the four seasons hotel 2 miles away and the westin and from here which one do you <eos>
534,"give me directions to a place to sleep the rest_stop#poi is closest to you at Valero#distance away in Dominos#traffic_info. would you like directions there? yes, please, pick a quick route!",i'm setting the gps for Travelers_Lodge#address.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> now drive now <eos>
535,"give me directions to a place to sleep the rest_stop#poi is closest to you at Valero#distance away in Dominos#traffic_info. would you like directions there? yes, please, pick a quick route! i'm setting the gps for Travelers_Lodge#address. thanks.",you are welcome,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is <pad> <pad> now drive now <eos>
536,"i'm desiring to eat at some chinese restaurant, is there anything in this local area?",we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> is and away you and on <unk> <eos>
537,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there? yes, please, and pick a route to avoid all heavy traffic",taking you to pf changs.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> arbol <unk> <eos>
538,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there? yes, please, and pick a route to avoid all heavy traffic taking you to pf changs. what is the address?",the addres of p.f.changs is P.F._Changs#address,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> arbol <unk> <eos>
539,"i'm desiring to eat at some chinese restaurant, is there anything in this local area? we're Stanford_Express_Care#distance away from chinese_restaurant#poi: do you want to go there? yes, please, and pick a route to avoid all heavy traffic taking you to pf changs. what is the address? the addres of p.f.changs is P.F._Changs#address sounds good, set the navigation there please.","navigation set, we should arrive shortly.",<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> arbol <unk> <eos>
540,which days are rain forecasted,what city would you like weather information about?,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> in <pad> what hear are you interested <unk> <eos>
541,which days are rain forecasted what city would you like weather information about? tell me if it is raining in oakland right now.,the weather forecast for oakland does not show rain right now.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> know very <unk> <eos>
542,which days are rain forecasted what city would you like weather information about? tell me if it is raining in oakland right now. the weather forecast for oakland does not show rain right now. thanks.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> know very <unk> <eos>
543,schedule a conference at 6 pm on the tenth with sales team.,i will schedule a conference at 6 pm on the tenth with meeting#party.,<pad> <pad> <pad> <pad> <pad> setting scheduling scheduling a conference the with vice the next 6th at on team <eos>
544,schedule a conference at 6 pm on the tenth with sales team. i will schedule a conference at 6 pm on the tenth with meeting#party.  thank you.,you are welcome.,<pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> to to to welcome <eos>
