,inputs,outputs
2838,where can i get tea? i have a couple listings for tea places. which are you interested in? the closest one. palo alto cafe	is 4 miles away. what is the address? palo alto cafe is at 436 alger dr.  please pick the quickest route and let's go there! plotting fastest route to 436 alger dr. 4 miles away with moderate traffic thank you car!,you're welcome!
2839,how is the weather this week in inglewood?,what days are you interested in?
2840,how is the weather this week in inglewood? what days are you interested in? the whole week.,"in inglewood, it will be overcast monday, frost on tuesday, clear on wednesday, raining on thursday, dry on friday, misty on saturday, clear on sunday."
2841,"how is the weather this week in inglewood? what days are you interested in? the whole week. in inglewood, it will be overcast monday, frost on tuesday, clear on wednesday, raining on thursday, dry on friday, misty on saturday, clear on sunday. thank you.",anytime.
2842,what is the temperature going to be like this week,what city can i give you the weather forecast for?
2843,what is the temperature going to be like this week what city can i give you the weather forecast for? fresno please,"in fresco on monday it will be between 70-80f, tuesday 70-90f, wednesday 20-40f, thursday 90-100f, friday 20-40f, saturday 80-90f, and sunday 20-40f."
2844,"what is the temperature going to be like this week what city can i give you the weather forecast for? fresno please in fresco on monday it will be between 70-80f, tuesday 70-90f, wednesday 20-40f, thursday 90-100f, friday 20-40f, saturday 80-90f, and sunday 20-40f. thanks",you're welcome.
2845,"get my home address that is near my location,","10 ames street, we're 1 miles away and there is no traffic in this moment, i sent the route on your screen"
2846,"get my home address that is near my location, 10 ames street, we're 1 miles away and there is no traffic in this moment, i sent the route on your screen thanks!",i'm here to serve.
2847,what is my address?,your home address is 5671 barringer street.
2848,what is my address? your home address is 5671 barringer street. is there a routh to my home without any traffic?,unfortunately i showing there will be moderate traffic to your home at 5671 barringer street
2849,"what is my address? your home address is 5671 barringer street. is there a routh to my home without any traffic? unfortunately i showing there will be moderate traffic to your home at 5671 barringer street patience, please show me the quickest way to get there, thanks!","i sent the info on your screen, drive carefully!"
2850,is there going to be hail in los angeles this weekend?,on sunday hail is predicted to fall in san mateo
2851,is there going to be hail in los angeles this weekend? on sunday hail is predicted to fall in san mateo thanks.,there is a chanel of hail on sunday in los angeles.
2852,is there going to be hail in los angeles this weekend? on sunday hail is predicted to fall in san mateo thanks. there is a chanel of hail on sunday in los angeles. thanks.,you're welcome.
2853,what is the weather forecast for the upcoming week,what location are you asking about?
2854,what is the weather forecast for the upcoming week what location are you asking about? fresno,"for fresno this week, it will be windy on monday, humid on tuesday, drizzling on wednesday, overcast on thursday, drizzling on friday, hot on saturday, and drizzling on sunday."
2855,"what is the weather forecast for the upcoming week what location are you asking about? fresno for fresno this week, it will be windy on monday, humid on tuesday, drizzling on wednesday, overcast on thursday, drizzling on friday, hot on saturday, and drizzling on sunday. perfect, thank you!",you're very welcome!
2856,schedule dinner with martha later this week at 11am.,what day of the week do you want the reminder set for?
2857,schedule dinner with martha later this week at 11am. what day of the week do you want the reminder set for? tuesday. thank you,reminder set into your calendar.
2858,in boston is it currently misty?,currently there are clear skies in boston
2859,in boston is it currently misty? currently there are clear skies in boston thank you.,you're welcome.
2860,take me to the nearest chinese restaurant,there are jing jing 4 miles away and panda express 6 miles away: since there is no traffic on the route to panda express i vote for its chicken with orange and shrimps with nuts.
2861,take me to the nearest chinese restaurant there are jing jing 4 miles away and panda express 6 miles away: since there is no traffic on the route to panda express i vote for its chicken with orange and shrimps with nuts. what is the address of jing jing.,jing jing is at 113 arbol dr.
2862,take me to the nearest chinese restaurant there are jing jing 4 miles away and panda express 6 miles away: since there is no traffic on the route to panda express i vote for its chicken with orange and shrimps with nuts. what is the address of jing jing. jing jing is at 113 arbol dr. set gps for a route with no traffic please.,the only route to jing jing has moderate traffic. is that okay?
2863,take me to the nearest chinese restaurant there are jing jing 4 miles away and panda express 6 miles away: since there is no traffic on the route to panda express i vote for its chicken with orange and shrimps with nuts. what is the address of jing jing. jing jing is at 113 arbol dr. set gps for a route with no traffic please. the only route to jing jing has moderate traffic. is that okay? yes that's fine. please set the gps.,gps is set to jing jing at 113 arbol dr.
2864,take me to the nearest chinese restaurant there are jing jing 4 miles away and panda express 6 miles away: since there is no traffic on the route to panda express i vote for its chicken with orange and shrimps with nuts. what is the address of jing jing. jing jing is at 113 arbol dr. set gps for a route with no traffic please. the only route to jing jing has moderate traffic. is that okay? yes that's fine. please set the gps.  gps is set to jing jing at 113 arbol dr. thank you car!,no problem
2865,i need to find the fastest route to the nearest gas station.,chevron is 5 miles away with moderate traffic. you want that address?
2866,i need to find the fastest route to the nearest gas station.  chevron is 5 miles away with moderate traffic. you want that address? yes sounds good.,chevron is located at 783 arcadia pl. do you want me to set the gps?
2867,i need to find the fastest route to the nearest gas station.  chevron is 5 miles away with moderate traffic. you want that address? yes sounds good.  chevron is located at 783 arcadia pl. do you want me to set the gps? yes please.,gps set to 783 arcadia pl.
2868,i need to find the fastest route to the nearest gas station.  chevron is 5 miles away with moderate traffic. you want that address? yes sounds good.  chevron is located at 783 arcadia pl. do you want me to set the gps? yes please.  gps set to 783 arcadia pl.  thanks so much for all your help.,"you're welcome, glad to help."
2869,is it going to be raining this weekend,what city would you like me to check to see if it's raining this weekend?
2870,is it going to be raining this weekend what city would you like me to check to see if it's raining this weekend? exeter please,it will be raining on saturday and snowing on sunday in exeter
2871,is it going to be raining this weekend what city would you like me to check to see if it's raining this weekend? exeter please it will be raining on saturday and snowing on sunday in exeter thanks.,no problem.
2872,what is my address?,your address is 10 ames street.
2873,what is my address? your address is 10 ames street. thanks!,anytime!
2874,please remind me i'm going to a swimming party at 5 pm on july 7th with martha,"ok, swimming party with martha on july 7th at 5pm is saved to your calendar."
2875,"please remind me i'm going to a swimming party at 5 pm on july 7th with martha ok, swimming party with martha on july 7th at 5pm is saved to your calendar. thank you.",your welcome.
2876,where is the parking garage in the area?,"there is stanford oval parking, it's 4 miles away: does it sound good?"
2877,"where is the parking garage in the area? there is stanford oval parking, it's 4 miles away: does it sound good? what is the address?",stanford oval parking is at 610 amarillo ave.
2878,"where is the parking garage in the area? there is stanford oval parking, it's 4 miles away: does it sound good? what is the address? stanford oval parking is at 610 amarillo ave. thanks.",you're welcome.
2879,looking at the weekly forecast will in snow in los angeles?,it will not snow in los angeles.
2880,looking at the weekly forecast will in snow in los angeles? it will not snow in los angeles. thanks.,you're welcome.
2881,looking at the weekly forecast will in snow in los angeles? it will not snow in los angeles. thanks. you're welcome. bye.,bye
2882,i need a gas station with the least amount of traffic.,76 at 91 el camino real is the only gas station that i can find. it is 4 miles away through heavy traffic
2883,"i need a gas station with the least amount of traffic. 76 at 91 el camino real is the only gas station that i can find. it is 4 miles away through heavy traffic ok, please give me directions via the route that seems to avoid most heavy traffic.",there is no current route without heavey traffic.
2884,"i need a gas station with the least amount of traffic. 76 at 91 el camino real is the only gas station that i can find. it is 4 miles away through heavy traffic ok, please give me directions via the route that seems to avoid most heavy traffic.  there is no current route without heavey traffic. okay it will do. let's go.",alright
2885,what will the weather be like tomorrow,what location do you need information about?
2886,what will the weather be like tomorrow what location do you need information about? what is the highest temperature in brentwood tomorrow?,"the highest temperature in brentwood will be high of 80f tomorrow, monday."
2887,"what will the weather be like tomorrow what location do you need information about? what is the highest temperature in brentwood tomorrow? the highest temperature in brentwood will be high of 80f tomorrow, monday.  thanks.",you are welcome.
2888,what's the current temperature outside,what location do you want the temperature for?
2889,what's the current temperature outside what location do you want the temperature for? alhambra.,"in alhambra the temperature today is low of 40f, high of 60f"
2890,"what's the current temperature outside what location do you want the temperature for? alhambra. in alhambra the temperature today is low of 40f, high of 60f thank you!",anytime.
2891,what will the high temperature be for los angeles?,today there is going to be frost in los angeles. would you like to know about some other day?
2892,what will the high temperature be for los angeles?  today there is going to be frost in los angeles. would you like to know about some other day? what will the highest temperature be on monday?,the high in los angeles will be 50f on monday.
2893,what will the high temperature be for los angeles?  today there is going to be frost in los angeles. would you like to know about some other day? what will the highest temperature be on monday? the high in los angeles will be 50f on monday. thank you,you are welcome.
2894,find nearest coffee shop,the nearest coffee shop is palo alto coffee.
2895,"find nearest coffee shop the nearest coffee shop is palo alto coffee. could you give me the address please, and the distance from here?",palo alto cafe is 4 miles away at 436 alger drive.
2896,"find nearest coffee shop the nearest coffee shop is palo alto coffee. could you give me the address please, and the distance from here? palo alto cafe is 4 miles away at 436 alger drive.  thank you. how is the traffic there?",there is currently moderate traffic on the route.
2897,"find nearest coffee shop the nearest coffee shop is palo alto coffee. could you give me the address please, and the distance from here? palo alto cafe is 4 miles away at 436 alger drive.  thank you. how is the traffic there? there is currently moderate traffic on the route.  ok, please set gps and navigate there.",gps is set and we are now enroute.
2898,"find nearest coffee shop the nearest coffee shop is palo alto coffee. could you give me the address please, and the distance from here? palo alto cafe is 4 miles away at 436 alger drive.  thank you. how is the traffic there? there is currently moderate traffic on the route.  ok, please set gps and navigate there. gps is set and we are now enroute. thank you, car.",you're welcome.
2899,what is my home address?,your home address is 56 cadwell street.
2900,what is my home address? your home address is 56 cadwell street. thanks!,you are welcome
2901,what is today's weather forecast,what city do you need the weather forecast for?
2902,"what is today's weather forecast what city do you need the weather forecast for? brentwood, please",today is gonna be foggy in brentwood
2903,"what is today's weather forecast what city do you need the weather forecast for? brentwood, please today is gonna be foggy in brentwood okay thank you",no problem!
2904,when is my next yoga class scheduled,your next yoga class is scheduled for tuesday at 3pm.
2905,is it going to be hot in grand rapids on thursday?,it will not be hot in grand rapids on thursday.
2906,is it going to be hot in grand rapids on thursday? it will not be hot in grand rapids on thursday. thanks.,you are welcome.
2907,schedule a reminder to take medicine with my aunt on the 10th at 1pm.,"okay, scheduling a reminder to take medicine with your aunt on the 10th at 1pm."
2908,"schedule a reminder to take medicine with my aunt on the 10th at 1pm. okay, scheduling a reminder to take medicine with your aunt on the 10th at 1pm. thanks!",you are welcome.
2909,where can i get chinese food?,mandarin roots and chef chu's are both close.
2910,where can i get chinese food? mandarin roots and chef chu's are both close. which one has the shortest distance?,mandarin roots is closer.
2911,"where can i get chinese food? mandarin roots and chef chu's are both close. which one has the shortest distance? mandarin roots is closer. okay great, can i have the address?","sure, the address is 271 springer street, we're 4 miles away, i sent its position on your map"
2912,"where can i get chinese food? mandarin roots and chef chu's are both close. which one has the shortest distance? mandarin roots is closer. okay great, can i have the address? sure, the address is 271 springer street, we're 4 miles away, i sent its position on your map thank you car!",you are welcome.
2913,"on what date is my conference? what is it about, and who will be there?","your conference is on tuesday at 11 am, it is to discuss the dress code with the infrastructure team"
2914,"on what date is my conference? what is it about, and who will be there? your conference is on tuesday at 11 am, it is to discuss the dress code with the infrastructure team thank you",you're welcome
2915,what day is the football game,the football game is friday at 11am
2916,what day is the football game the football game is friday at 11am thanks.,no problem.
2917,where can i get gas?,"i have a couple gas stations listed, both 5 miles away."
2918,"where can i get gas? i have a couple gas stations listed, both 5 miles away. how is the traffic to them?",both have moderate traffic at the moment.
2919,"where can i get gas? i have a couple gas stations listed, both 5 miles away. how is the traffic to them? both have moderate traffic at the moment. give me the address of either one with the fastes route",shell is 5 miles away at 53 university av with moderate traffic noted.
2920,"where can i get gas? i have a couple gas stations listed, both 5 miles away. how is the traffic to them? both have moderate traffic at the moment. give me the address of either one with the fastes route shell is 5 miles away at 53 university av with moderate traffic noted.  thank you car, let's go there!",you can find the route on your gps. you're welcome!
2921,what is the forecast for today's weather,for what city would you like to hear today's forecast?
2922,what is the forecast for today's weather for what city would you like to hear today's forecast? what is the high in san mateo?,70f is the high temperature for san mateo today
2923,what is the forecast for today's weather for what city would you like to hear today's forecast? what is the high in san mateo? 70f is the high temperature for san mateo today thanks for the information.,you're very welcome!
2924,what's the forecast report,what city do you want the weather for?
2925,what's the forecast report what city do you want the weather for? cleveland,what days are you interested in?
2926,what's the forecast report what city do you want the weather for? cleveland what days are you interested in? will it snow in the next two days in cleveland?,"there is no snow scheduled in cleveland for the next two days. the forecast for monday is foggy, low of 40f, high of 60f. the forecast for tuesday is hot, low of 70f, high of 80f."
2927,"what's the forecast report what city do you want the weather for? cleveland what days are you interested in? will it snow in the next two days in cleveland? there is no snow scheduled in cleveland for the next two days. the forecast for monday is foggy, low of 40f, high of 60f. the forecast for tuesday is hot, low of 70f, high of 80f. thanks for the heads up.",always glad to help.
2928,car i need a gas station within 5 miles,the 76 is only 2 miles away. would you like directions?
2929,car i need a gas station within 5 miles the 76 is only 2 miles away. would you like directions?  sounds great.,the 76 is located at 91 el camino real. setting navigation details now.
2930,car i need a gas station within 5 miles the 76 is only 2 miles away. would you like directions?  sounds great.  the 76 is located at 91 el camino real. setting navigation details now.  will there be any traffic?,"there is a roadblock nearby, so please drive carefully."
2931,"car i need a gas station within 5 miles the 76 is only 2 miles away. would you like directions?  sounds great.  the 76 is located at 91 el camino real. setting navigation details now.  will there be any traffic? there is a roadblock nearby, so please drive carefully.  thank you car!",you're welcome; drive safely.
2932,this weekend will there be any drizzle in los angeles?,"yes, in los angeles there will be drizzle on sunday"
2933,"this weekend will there be any drizzle in los angeles? yes, in los angeles there will be drizzle on sunday thank you.",you're welcome.
2934,i need to schedule a conference.,what day and time is your conference?
2935,"i need to schedule a conference.  what day and time is your conference? this week, on tuesday at 4 pm.","okay setting a reminder for a tuesday at 4 pm for conference, is there anything else i should add?"
2936,"i need to schedule a conference.  what day and time is your conference? this week, on tuesday at 4 pm.  okay setting a reminder for a tuesday at 4 pm for conference, is there anything else i should add? the conference is with the executive team.","okay, setting a reminder for your conference with the executive team on tuesday at 4 pm."
2937,"i need to schedule a conference.  what day and time is your conference? this week, on tuesday at 4 pm.  okay setting a reminder for a tuesday at 4 pm for conference, is there anything else i should add? the conference is with the executive team. okay, setting a reminder for your conference with the executive team on tuesday at 4 pm. thanks",you are welcome
2938,schedule a yoga activity at 5 pm wednesday with ana.,i will set a schedule for yoga activity at 5pm on wednesday with ana.
2939,schedule a yoga activity at 5 pm wednesday with ana.  i will set a schedule for yoga activity at 5pm on wednesday with ana.  thank you.,you are welcome.
2940,is it supposed to rain this week,what city are you inquiring about?
2941,is it supposed to rain this week what city are you inquiring about? menlo park.,there will be no rain this week in menlo park.
2942,is it supposed to rain this week what city are you inquiring about? menlo park. there will be no rain this week in menlo park.  thank you!,you're welcome!
2943,what time is my optometrist appointment and who is attending?,"which one? i have you for two, one on the 5th and one on the 10th."
2944,"what time is my optometrist appointment and who is attending? which one? i have you for two, one on the 5th and one on the 10th.  i need to know the time and parties attending,try the one on the 5th.",alex will be attending your optometrist appointment with you at 3 pm.
2945,"what time is my optometrist appointment and who is attending? which one? i have you for two, one on the 5th and one on the 10th.  i need to know the time and parties attending,try the one on the 5th.  alex will be attending your optometrist appointment with you at 3 pm. okay, thank you.",happy to help
2946,can you tell me who's attending my next tennis activity? also the date?,
2947,can you tell me who's attending my next tennis activity? also the date?   can you tell me the date and parties attending my next tennis activity?,your next tennis activity is on saturday with tom.
2948,where is the nearest hospital?,"stanford childrens health is the only hospital i can find. it is located at 899 ames ct which is 6 miles away, but there is a road block near it."
2949,"where is the nearest hospital? stanford childrens health is the only hospital i can find. it is located at 899 ames ct which is 6 miles away, but there is a road block near it. oh no i have to get there, what's the address?","the address is 899 ames ct, i sent the best route on your screen"
2950,"where is the nearest hospital? stanford childrens health is the only hospital i can find. it is located at 899 ames ct which is 6 miles away, but there is a road block near it. oh no i have to get there, what's the address? the address is 899 ames ct, i sent the best route on your screen thank you.","no problem, have a good day."
2951,find the address to my home in the local area.,your home is at 5671 barringer street.
2952,find the address to my home in the local area. your home is at 5671 barringer street. ok thanks set the gps there please.,gps set for 5671 barringer street.
2953,find the address to my home in the local area. your home is at 5671 barringer street. ok thanks set the gps there please. gps set for 5671 barringer street. thanks.,you're welcome!
2954,what is the date location and time of my next conference,your next conference is at 2pm thursday in the 100 conference room.
2955,what is the date location and time of my next conference your next conference is at 2pm thursday in the 100 conference room.  thank you.,you're welcome
2956,check weather forecast for seattle,today in seattle it will be cold. are you interested as well in other days' weather forecast?
2957,check weather forecast for seattle today in seattle it will be cold. are you interested as well in other days' weather forecast? what about the next 2 days?,the 2 day forecast predicts temperatures in the lows of 50f and highs of 80f
2958,check weather forecast for seattle today in seattle it will be cold. are you interested as well in other days' weather forecast? what about the next 2 days? the 2 day forecast predicts temperatures in the lows of 50f and highs of 80f thank you,no problem
2959,where can i find a rest stop?,the hotel keen is close.
2960,where can i find a rest stop? the hotel keen is close. what is the address?,hotel keen is at 578 arbol dr.
2961,where can i find a rest stop? the hotel keen is close. what is the address? hotel keen is at 578 arbol dr. ok program the fastest route please.,gps set to hotel keen at 578 arbol dr.
2962,where can i find a rest stop? the hotel keen is close. what is the address? hotel keen is at 578 arbol dr. ok program the fastest route please.  gps set to hotel keen at 578 arbol dr.  thank you,you are welcome.
2963,find route to the hospital,navigating you to stanford children's health.
2964,find route to the hospital navigating you to stanford children's health. thanks!,my pleasure.
2965,what is the weather for next week,what city do you need weather information for?
2966,what is the weather for next week what city do you need weather information for? will it be cloudy in los angeles next week?,it will be cloudy on tuesday in los angeles.
2967,what is the weather for next week what city do you need weather information for? will it be cloudy in los angeles next week? it will be cloudy on tuesday in los angeles. thank you.,you are very welcome!
2968,what is the date of my next lab appointment and who will be attending it?,your next lab appointment is on friday with tom.
2969,what is the date of my next lab appointment and who will be attending it? your next lab appointment is on friday with tom. thank you.,"not a problem, goodbye."
2970,in which day do i have doctor's appointment,doctor's appointment is on monday at 7pm
2971,in which day do i have doctor's appointment doctor's appointment is on monday at 7pm thanks,you are most welcome
2972,in which day do i have doctor's appointment doctor's appointment is on monday at 7pm thanks you are most welcome thank you.,you are welcome.
2973,"in which day do i have doctor's appointment doctor's appointment is on monday at 7pm thanks you are most welcome thank you.  you are welcome.  thanks, bye.",bye
2974,schedule a meeting for 2 pm,which date would you like the meeting scheduled for?
2975,who is going to my optometrist appointment and what time is it?,"you have three optometrist appointments. one on the 5th at 1pm with your aunt, another on the 13th at 5pm with alex, and the last is on thursday at 10am with marie."
2976,"who is going to my optometrist appointment and what time is it? you have three optometrist appointments. one on the 5th at 1pm with your aunt, another on the 13th at 5pm with alex, and the last is on thursday at 10am with marie. thanks.",you're welcome
2977,is there a whole foods here?,"no, just sigona farmers market."
2978,"is there a whole foods here? no, just sigona farmers market. what is the address?","638 amherst st, it's 3 miles away, i sent its location on your screen"
2979,"is there a whole foods here? no, just sigona farmers market. what is the address? 638 amherst st, it's 3 miles away, i sent its location on your screen is there any traffic?",there is no traffic.
2980,"is there a whole foods here? no, just sigona farmers market. what is the address? 638 amherst st, it's 3 miles away, i sent its location on your screen is there any traffic? there is no traffic.  thank you.",you're welcome!
2981,what is the date of my swimming activity and who is attending?,"i have two, which would you like to know? the one on monday at 6pm with ana or the one on the 20th at 10 am with martha?"
2982,"what is the date of my swimming activity and who is attending? i have two, which would you like to know? the one on monday at 6pm with ana or the one on the 20th at 10 am with martha? both.",your swimming activites are scheduled on monday at 6pm with ana and the 20th at 10 am with martha
2983,remind me about that meeting later,where and when is your meeting?
2984,set a date for the next tennis match,what is the date of the next tennis match?
2985,will it be warm in cleveland next week?,it will not be warm in cleveland next week.
2986,"will it be warm in cleveland next week? it will not be warm in cleveland next week. ok, thanks for looking that up for me.",it was no problem at all.
2987,set an appointment for swimming,what date would you like that appointment set for?
2988,what time is my meeting today,what day is today?
2989,will it be misty in los angeles today?,"no, today is gonna be cloudy in los angeles"
2990,"will it be misty in los angeles today? no, today is gonna be cloudy in los angeles thank you.",you are welcome.
2991,will there be cloudy weather in atherton in the next 7 days?,it should be cloudy tuesday in atherton.
2992,will there be cloudy weather in atherton in the next 7 days? it should be cloudy tuesday in atherton. what days are supposed to be cloudy in atherton?,in atherton it's gonna be cloudy on tuesday
2993,car i'm desiring to have pizza!,here is a route to pizza chicago at 915 arbol dr. it is 3 miles away without any traffic
2994,"car i'm desiring to have pizza! here is a route to pizza chicago at 915 arbol dr. it is 3 miles away without any traffic ok, please direct me there via a route with no traffic if possible.",setting navigation now. there is no traffic on the route. enjoy!
2995,"car i'm desiring to have pizza! here is a route to pizza chicago at 915 arbol dr. it is 3 miles away without any traffic ok, please direct me there via a route with no traffic if possible. setting navigation now. there is no traffic on the route. enjoy! thank you.",you are welcome.
2996,will it be frost during the weekend in boston?,there will not be frost during the weekend in boston.
2997,will it be frost during the weekend in boston? there will not be frost during the weekend in boston. thank you.,anytime.
2998,"what is the date, time, and agenda for my next conference?",your conference is on tuesday at 6 pm to onboard new members.
2999,"what is the date, time, and agenda for my next conference?  your conference is on tuesday at 6 pm to onboard new members. thank you.",you are welcome.
3000,give me a quick route to a grocery store,"the nearest grocery store is 4 miles away, a safeway at 452 arcadia pl."
3001,"give me a quick route to a grocery store the nearest grocery store is 4 miles away, a safeway at 452 arcadia pl. is that the quickest route?",yes.
3002,"give me a quick route to a grocery store the nearest grocery store is 4 miles away, a safeway at 452 arcadia pl. is that the quickest route? yes.  thanks.",you are welcome.
3003,set alarm for dinner tonight,what time i should set tonight's dinner alarm?
3004,check today's weather,what city would you like today's weather about?
3005,"check today's weather what city would you like today's weather about? i need the weather for compton, specifically if it will be overcast.",it will not be overcast in compton today.
3006,"check today's weather what city would you like today's weather about? i need the weather for compton, specifically if it will be overcast. it will not be overcast in compton today. ok, thanks.",not an issue.
3007,where does my friend live?,"you have two friends listed; jill and tom, which one?"
3008,"where does my friend live? you have two friends listed; jill and tom, which one? the one closest to my location.",jill's house is 5 miles away but there is a road block nearby. tom's house is 8 miles away but we should pass through the same road block
3009,"where does my friend live? you have two friends listed; jill and tom, which one? the one closest to my location. jill's house is 5 miles away but there is a road block nearby. tom's house is 8 miles away but we should pass through the same road block well jill is closer so let's go there.","sure, i sent the route on your map"
3010,"where does my friend live? you have two friends listed; jill and tom, which one? the one closest to my location. jill's house is 5 miles away but there is a road block nearby. tom's house is 8 miles away but we should pass through the same road block well jill is closer so let's go there.  sure, i sent the route on your map thank you car!",anytime!
3011,which days are rain forecasted,what city are you interested in?
3012,which days are rain forecasted what city are you interested in? will it rain in cleveland on saturday?,it will not rain in cleveland on saturday.
3013,which days are rain forecasted what city are you interested in? will it rain in cleveland on saturday? it will not rain in cleveland on saturday. okay perfect. thanks!,you're very welcome.
3014,what's the weather going to be like for this week,what city are you inquiring about?
3015,what's the weather going to be like for this week what city are you inquiring about? will it dew in alhambra?,there is not gonna be any dew in alhambra this week
3016,what's the weather going to be like for this week what city are you inquiring about? will it dew in alhambra? there is not gonna be any dew in alhambra this week thank you car!,you're welcome. glad i could help.
3017,when is my lab appointment?,your lab appointment is on the 8th at 7 pm.
3018,when is my lab appointment? your lab appointment is on the 8th at 7 pm.  thank you,"you're welcome. marie will also be attending your lab appointment, by the way."
3019,"when is my lab appointment? your lab appointment is on the 8th at 7 pm.  thank you you're welcome. marie will also be attending your lab appointment, by the way. thank you for that.",happy to help
3020,what is today's forecast in san francisco?,there will be hail today.
3021,what is today's forecast in san francisco? there will be hail today. thanks.,you are welcome.
3022,schedule meeting,on what date and time should i schedule your meeting
3023,schedule meeting on what date and time should i schedule your meeting today at 1 pm. also add the purpose is to discuss the budget.,added meeting to schedule for today at 1pm purpose is to discuss the budget.
3024,schedule meeting on what date and time should i schedule your meeting today at 1 pm. also add the purpose is to discuss the budget.  added meeting to schedule for today at 1pm purpose is to discuss the budget.  thanks.,no problem.
3025,can you tell me what day and what the agenda is for the business meeting i have in the 100 conference room,your business meeting is to go over the budget on tuesday.
3026,please set a reminder that i have a conference call with the vp on august 14th at 6pm.,okay setting your reminder for your conference call with the vp on august 14th at 6pm
3027,please set a reminder that i have a conference call with the vp on august 14th at 6pm. okay setting your reminder for your conference call with the vp on august 14th at 6pm thank you,glad to help
3028,schedule me a lab appointment at 2pm with marie.,"okay, i will schedule a lab appointment with marie for today at 2pm."
3029,"schedule me a lab appointment at 2pm with marie. okay, i will schedule a lab appointment with marie for today at 2pm. thanks for your help.",the pleasure is all mine.
3030,look up brentwood and find out if it will drizzle on sunday?,the forecast does not call for drizzle in brentwood this sunday
3031,look up brentwood and find out if it will drizzle on sunday? the forecast does not call for drizzle in brentwood this sunday thanks.,you are welcome.
3032,is it going to snow in the next week,what city can i check for you?
3033,"is it going to snow in the next week what city can i check for you? danville, please","in danville, it will snow on wednesday."
3034,"is it going to snow in the next week what city can i check for you? danville, please in danville, it will snow on wednesday. thanks!",you're welcome.
3035,check to see if it will be cloudy in mountain view this saturday,it will not be cloudy in mountain view on saturday.
3036,check to see if it will be cloudy in mountain view this saturday it will not be cloudy in mountain view on saturday. thanks.,anytime.
3037,look in mountain view and tell me if there will be hail this weekend,this weekend in mountain view there will be stormy weather on saturday and misty on sunday
3038,look in mountain view and tell me if there will be hail this weekend this weekend in mountain view there will be stormy weather on saturday and misty on sunday  thanks.,you're welcome
3039,will it hail in danville today and tomorrow?,no it should not hail in danville today or tomorrow
3040,will it hail in danville today and tomorrow? no it should not hail in danville today or tomorrow thank you.,you are welcome.
3041,what is the weather like in boston,what day do you want to know about?
3042,what is the weather like in boston what day do you want to know about? i want to know if it will be windy in boston this weekend.,it will be windy on thursday in boston.
3043,what is the weather like in boston what day do you want to know about? i want to know if it will be windy in boston this weekend. it will be windy on thursday in boston. thank you.,you're welcome.
3044,what time and date do you have for my football activity?,"four football activities are scheduled; two on the 4th at 1 pm and 2 pm, one on the 19th at 11 am, and one monday at 5 pm."
3045,"what time and date do you have for my football activity? four football activities are scheduled; two on the 4th at 1 pm and 2 pm, one on the 19th at 11 am, and one monday at 5 pm. thank you greatly.",you are welcome.
3046,what day is my optometrist appointment  and with who?,your optometrist appointment is on saturday with your brother
3047,"what day is my optometrist appointment  and with who? your optometrist appointment is on saturday with your brother okay wonderful, thanks so much!",you're welcome! the appointment starts at 5pm also.
3048,"what day is my optometrist appointment  and with who? your optometrist appointment is on saturday with your brother okay wonderful, thanks so much! you're welcome! the appointment starts at 5pm also. thank you",you are welcome
3049,tomorrow i'm going to go in inglewood: will i find clear skies there?,it will be overcast in inglewood tomorrow.
3050,tomorrow i'm going to go in inglewood: will i find clear skies there? it will be overcast in inglewood tomorrow. thanks.,you're welcome.
3051,what will the temperature be for the next week,where would you like to hear the temperature from?
3052,what will the temperature be for the next week where would you like to hear the temperature from? alhambra,the temperature for alhambra for the week include the highs near 100 and lows in the 40s.
3053,what will the temperature be for the next week where would you like to hear the temperature from? alhambra the temperature for alhambra for the week include the highs near 100 and lows in the 40s. thanks so much.,you're welcome. have a great day.
3054,i need the address to a parking garage.,there is palo alto garage r 8 miles away at 481 amaranta ave
3055,i need the address to a parking garage.  there is palo alto garage r 8 miles away at 481 amaranta ave how's the traffic?,unfortunately there is a car collision nearby
3056,i need the address to a parking garage.  there is palo alto garage r 8 miles away at 481 amaranta ave how's the traffic? unfortunately there is a car collision nearby oh no will i guess we will get there eventually. let's get started. thanks.,"i sent the directions on your screen, you're welcome!"
3057,where can i get tea?,you can get tea at teavana at 145 amherst st.
3058,where can i get tea? you can get tea at teavana at 145 amherst st.  thanks!,you're welcome!
3059,update me on the weekly weather forecast for this week,what location are you interested in?
3060,update me on the weekly weather forecast for this week what location are you interested in? menlo park thanks,"in menlo park, it will be the overcast on monday, hail on tuesday, warm on wednesday, clear on thursday, hail on friday, windy on saturday, and misty on sunday."
3061,"update me on the weekly weather forecast for this week what location are you interested in? menlo park thanks in menlo park, it will be the overcast on monday, hail on tuesday, warm on wednesday, clear on thursday, hail on friday, windy on saturday, and misty on sunday. thank you",you're welcome.
3062,what's the temperature going to be this week,what city do you want the weather for?
3063,"what's the temperature going to be this week what city do you want the weather for? cleveland, what's the temperature going to be this week?","it is forecasted for cleveland that monday and tuesday will be 30-40f, wednesday will be 70-80f, thursday 40-60f, and 80-100f from friday to sunday."
3064,"what's the temperature going to be this week what city do you want the weather for? cleveland, what's the temperature going to be this week? it is forecasted for cleveland that monday and tuesday will be 30-40f, wednesday will be 70-80f, thursday 40-60f, and 80-100f from friday to sunday. thank you!",you are welcome!
